City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
80,el porvenir,13.7617,-87.3458,23.63,88,90,1.74,HN,1703904257
81,erenhot,43.6475,111.9767,-9.54,91,97,4.9,CN,1703904257
82,lisala,2.15,21.5167,21.64,56,76,0.14,CD,1703904257
83,vernon,50.2581,-119.2691,4.23,95,99,1.03,CA,1703904258
84,chonchi,-42.6128,-73.8092,15.56,83,0,2.03,CL,1703904258
85,ribeira grande,38.5167,-28.7,16.54,67,40,5.66,PT,1703904259
86,saint croix,17.7397,-64.7388,23.31,77,0,2.06,VI,1703904259
87,eugene,44.0521,-123.0867,11.03,92,100,2.06,US,1703903982
88,barranca,-10.75,-77.7667,21.62,84,100,2.95,PE,1703904260
89,hammerfest,70.6634,23.6821,-6.75,68,7,4.63,NO,1703904260
90,ivdel',60.6911,60.4206,-11.1,92,100,5.36,RU,1703904260
91,kerikeri,-35.2268,173.9474,26.09,58,5,4.71,NZ,1703904261
92,al jawf,29.5,38.75,12.17,80,100,3.42,SA,1703904261
93,olonkinbyen,70.9221,-8.7187,-8.49,73,100,8.22,SJ,1703904167
94,puerto lempira,15.2667,-83.7667,24.84,85,100,2.26,HN,1703904262
95,minas de marcona,-15.2119,-75.1103,17.15,86,96,3.63,PE,1703904262
96,ribeira brava,32.65,-17.0667,19.35,67,40,2.47,PT,1703904263
97,ilulissat,69.2167,-51.1,-13.99,47,40,6.17,GL,1703904263
98,gorom-gorom,14.4439,-0.2361,19.23,15,0,4.11,BF,1703904263
99,pangody,65.85,74.4859,-11.18,93,100,10.22,RU,1703904264
100,san vicente de chucuri,6.881,-73.4098,22.65,93,68,1.08,CO,1703904264
101,hithadhoo,-0.6,73.0833,27.02,80,89,1.0,MV,1703904264
102,wajir,1.7471,40.0573,26.59,74,96,5.51,KE,1703904265
103,isafjordur,66.0755,-23.124,-8.82,81,39,1.57,IS,1703904265
104,la ronge,55.1001,-105.2842,-10.86,85,0,1.54,CA,1703904266
105,kavali,14.9167,79.9833,24.49,68,43,2.25,IN,1703904266
106,hamilton,39.1834,-84.5333,3.01,88,100,4.02,US,1703904040
107,panama city beach,30.1766,-85.8055,8.38,76,0,2.06,US,1703904266
108,grande prairie,55.1667,-118.8027,-7.9,93,75,2.06,CA,1703904002
109,kolonia,50.9333,6.95,9.98,78,20,5.14,DE,1703904109
110,blackwater,-23.5833,148.8833,37.88,28,0,4.99,AU,1703904267
111,jhang sadr,31.2715,72.3284,13.43,38,100,0.88,PK,1703904267
112,havelberg,52.8309,12.0755,7.15,84,99,7.24,DE,1703904268
113,penzance,50.1186,-5.5371,11.38,90,100,10.43,GB,1703904268
114,guajara mirim,-10.7828,-65.3394,23.9,89,92,1.06,BR,1703904268
115,college,64.8569,-147.8028,-33.03,65,20,0.0,US,1703904269
116,leava,-14.3,-178.1667,28.67,76,100,6.07,WF,1703904269
117,tidjikja,18.5564,-11.4271,17.94,13,49,5.57,MR,1703904269
118,pineville,31.3224,-92.4343,6.04,65,0,3.09,US,1703904021
119,badger,64.8,-147.5333,-33.07,66,0,0.0,US,1703904270
120,brookings,44.3114,-96.7984,0.21,92,0,4.63,US,1703904032
121,derazhnya,49.2692,27.4338,4.11,87,52,3.91,UA,1703904249
122,greymouth,-42.4667,171.2,17.88,70,10,3.0,NZ,1703904271
123,namibe,-15.1961,12.1522,20.04,81,78,2.65,AO,1703904271
124,hanceville,34.0607,-86.7675,4.94,97,99,2.58,US,1703904271
125,mil'kovo,55.6078,37.7956,3.02,99,100,6.75,RU,1703904272
126,jarny,49.1574,5.8788,9.45,91,87,3.58,FR,1703904272
127,veinticinco de mayo,-35.4323,-60.1727,13.88,68,0,1.34,AR,1703904272
128,muisne,0.6,-80.0333,25.3,88,98,2.05,EC,1703904272
129,aitape,-3.1374,142.3475,29.11,78,78,2.36,PG,1703904273
130,kodiak,57.79,-152.4072,-7.27,79,0,1.54,US,1703904273
131,avarua,-21.2078,-159.775,28.03,61,80,5.66,CK,1703904273
132,magadan,59.5667,150.8,-24.57,77,97,4.23,RU,1703904274
133,hawaiian paradise park,19.5933,-154.9731,22.24,94,100,2.06,US,1703904274
134,rosarito,32.3333,-117.0333,15.23,81,100,1.25,MX,1703904274
135,charlestown,-32.95,151.6667,27.23,71,31,2.68,AU,1703904089
136,morehead city,34.7229,-76.726,9.0,68,0,7.72,US,1703904275
137,andergrove,-21.0833,149.1833,35.36,70,13,6.67,AU,1703904275
138,lompoc,34.6391,-120.4579,16.23,81,0,4.12,US,1703904275
139,flying fish cove,-10.4217,105.6791,28.82,78,40,6.69,CX,1703904276
140,paita,-5.0892,-81.1144,22.84,80,100,4.71,PE,1703904276
141,rio grande,-32.035,-52.0986,17.19,65,21,8.5,BR,1703904277
142,bubaque,11.2833,-15.8333,25.87,73,0,4.26,GW,1703904277
143,coquimbo,-29.9533,-71.3436,16.85,88,75,3.6,CL,1703904196
144,lusaka,-15.4067,28.2871,16.58,99,44,1.71,ZM,1703904177
145,bokoro,12.3807,17.0568,19.5,23,12,4.37,TD,1703904278
146,utrik,11.2278,169.8474,27.32,82,80,8.86,MH,1703904278
147,nelson bay,-32.7167,152.15,26.72,68,14,2.24,AU,1703904278
148,balabac,7.9868,117.0645,28.67,77,73,6.85,PH,1703904279
149,papatowai,-46.5619,169.4708,16.71,50,61,3.79,NZ,1703904279
150,dourados,-22.2211,-54.8056,22.38,83,35,2.12,BR,1703904279
151,saipan,15.1355,145.701,29.39,70,75,9.26,MP,1703904279
152,katsuren-haebaru,26.3369,127.8719,25.01,83,100,6.69,JP,1703904280
153,jamestown,42.097,-79.2353,2.77,90,100,2.57,US,1703904280
154,enewetak,11.3474,162.3373,27.71,81,96,6.39,MH,1703904280
155,karaton,-6.3424,106.1045,30.79,64,27,1.42,ID,1703904281
156,nuriootpa,-34.4833,139.0,21.1,34,0,7.23,AU,1703904149
157,chegdomyn,51.1167,133.0167,-22.86,87,83,0.88,RU,1703904281
158,port mathurin,-19.6833,63.4167,27.37,76,74,3.02,MU,1703904282
159,arrifes,37.7667,-25.7,15.14,59,20,3.6,PT,1703904282
160,nouadhibou,20.931,-17.0347,20.99,37,58,5.14,MR,1703904282
161,constantia,44.1833,28.65,5.39,82,83,3.85,RO,1703904282
162,las vegas,36.175,-115.1372,14.38,33,0,2.57,US,1703903928
163,shakhovskaya,56.0283,35.5097,0.86,99,100,7.12,RU,1703904283
164,ta`u,-14.2336,-169.5144,28.27,78,100,5.58,AS,1703904283
165,tsengel,49.4783,100.8894,-16.45,83,40,1.64,MN,1703904283
166,iskateley,67.6803,53.1512,-16.1,97,99,4.02,RU,1703904284
167,petropavlovsk-kamchatsky,53.0452,158.6483,-11.67,85,75,6.26,RU,1703904284
168,the pas,53.8251,-101.2541,-6.99,79,0,6.17,CA,1703904284
169,cabo san lucas,22.8909,-109.9124,22.17,65,0,1.03,MX,1703903613
170,thompson,55.7435,-97.8558,-7.91,86,100,3.6,CA,1703904141
171,okha,53.5739,142.9478,-19.88,92,100,11.08,RU,1703903985
172,hovd,48.0056,91.6419,-11.95,78,100,0.99,MN,1703904237
173,alice springs,-23.7,133.8833,35.75,16,5,7.2,AU,1703904285
174,griffith,41.5284,-87.4237,3.62,90,100,2.57,US,1703904003
175,aykhal,66.0,111.5,-26.3,98,100,5.04,RU,1703904285
176,mount gambier,-37.8333,140.7667,18.39,45,57,4.85,AU,1703904286
177,boca suno,-0.7167,-77.1333,21.9,98,99,0.71,EC,1703904286
178,gyumri,40.7942,43.8453,-9.21,86,6,1.03,AM,1703904286
179,klaksvik,62.2266,-6.589,1.51,69,100,8.22,FO,1703904286
180,farafangana,-22.8167,47.8333,23.82,94,100,3.8,MG,1703904287
181,port lincoln,-34.7333,135.8667,18.73,57,23,6.44,AU,1703904287
182,qaqortoq,60.7167,-46.0333,-16.91,69,0,2.31,GL,1703904287
183,lihue,21.9789,-159.3672,26.58,71,17,3.49,US,1703904287
184,korla,41.7597,86.1469,-3.74,63,100,2.85,CN,1703904287
185,ulladulla,-35.35,150.4667,20.66,67,11,4.91,AU,1703904288
186,geraldton,-28.7667,114.6,27.23,61,53,9.26,AU,1703904288
187,long beach,33.767,-118.1892,15.76,91,0,0.45,US,1703904238
188,lagoa,39.05,-27.9833,15.74,70,100,8.33,PT,1703904288
189,jayapura,-2.5333,140.7,31.66,68,100,2.48,ID,1703904289
190,hooper,41.1638,-112.1224,4.08,72,0,0.0,US,1703904289
191,new norfolk,-42.7826,147.0587,15.72,42,87,5.24,AU,1703904289
192,wloclawek,52.6482,19.0678,9.18,75,100,9.53,PL,1703904273
193,pemba,-12.974,40.5178,27.39,94,75,3.6,MZ,1703904290
194,nizhnesortymskiy,62.4397,71.7603,-6.81,95,100,5.0,RU,1703904290
195,fale old settlement,-9.3852,-171.2468,29.25,70,100,6.55,TK,1703904290
196,dunedin,-45.8742,170.5036,12.67,91,63,1.79,NZ,1703904071
197,vilyuysk,63.7553,121.6247,-47.22,100,80,0.89,RU,1703904291
198,strezhevoy,60.7333,77.5889,-8.41,92,100,7.35,RU,1703904291
199,machico,32.7,-16.7667,19.35,71,20,3.09,PT,1703904291
200,dolisie,-4.1997,12.6739,20.87,97,100,0.63,CG,1703904291
201,kholmsk,47.0511,142.0569,-7.19,79,100,5.39,RU,1703904292
202,murun-kuren,49.6342,100.1625,-16.11,86,32,1.28,MN,1703904292
203,georgetown,5.4112,100.3354,28.86,85,40,2.06,MY,1703904211
204,tsiombe,-25.3,45.4833,23.68,85,93,7.29,MG,1703904292
205,pandan,14.0453,124.1694,26.9,88,99,4.8,PH,1703904292
206,mogocha,53.7333,119.7667,-21.0,86,45,0.76,RU,1703904293
207,murudeshwara,14.0943,74.4845,25.93,60,17,2.62,IN,1703904293
208,jackson,42.4165,-122.8345,11.11,85,100,2.57,US,1703904293
209,vila franca do campo,37.7167,-25.4333,16.23,78,100,2.58,PT,1703904293
210,puerto baquerizo moreno,-0.9,-89.6,23.96,89,42,3.77,EC,1703904294
211,praia da vitoria,38.7333,-27.0667,14.86,100,40,4.02,PT,1703904294
212,lappeenranta,61.0587,28.1887,-2.97,93,100,5.66,FI,1703904294
213,verkhnevilyuysk,63.4453,120.3167,-44.87,100,66,0.98,RU,1703904294
214,midvagur,62.0511,-7.1939,1.46,75,83,4.63,FO,1703904294
215,paphos,34.7667,32.4167,11.88,71,0,3.6,CY,1703904295
216,macusani,-14.0833,-70.4333,6.21,73,98,0.56,PE,1703904295
217,freetown,8.484,-13.2299,24.67,82,0,2.66,SL,1703904217
218,eldorado,-23.7869,-54.2836,21.73,93,26,2.35,BR,1703904295
219,pisco,-13.7,-76.2167,22.03,88,0,6.17,PE,1703904295
220,tindouf,27.6711,-8.1474,11.23,28,44,1.58,DZ,1703904296
221,arraias,-12.9288,-46.9437,21.24,92,100,1.4,BR,1703904296
222,lebu,-37.6167,-73.65,12.89,88,1,5.76,CL,1703904296
223,polyarnyy,69.1989,33.4478,-15.48,100,99,2.0,RU,1703904296
224,mirny,62.5353,113.9611,-30.44,97,100,1.68,RU,1703904297
225,sisimiut,66.9395,-53.6735,-15.1,71,100,6.48,GL,1703904297
226,ascension,30.2169,-90.9001,7.83,65,0,0.0,US,1703904297
227,sinabang,2.4803,96.3801,27.01,83,100,2.27,ID,1703904297
228,ola,59.5833,151.2833,-24.57,78,93,4.4,RU,1703904297
229,vorgashor,67.5833,63.95,-19.31,92,6,7.82,RU,1703904298
230,island harbour,50.724,-1.2758,8.88,86,99,0.45,GB,1703904298
231,merizo village,13.2658,144.6691,31.31,80,90,9.63,GU,1703904298
232,khenchela,35.4358,7.1433,8.22,53,100,2.43,DZ,1703904298
233,montale,43.9356,11.0171,11.84,94,100,1.34,IT,1703904299
234,khovd,48.0056,91.6419,-11.95,78,100,0.99,MN,1703904012
235,hobyo,5.3505,48.5268,25.35,76,88,7.6,SO,1703904299
236,ariquemes,-9.9133,-63.0408,23.95,91,9,1.19,BR,1703904299
237,san juan de miraflores,-12.1629,-76.9635,24.54,76,100,3.18,PE,1703904300
238,nueve de julio,-35.4444,-60.8831,12.8,66,0,3.47,AR,1703904300
239,manokwari,-0.8667,134.0833,28.19,77,27,2.08,ID,1703904300
240,castillos,-34.1667,-53.8333,15.44,55,70,5.69,UY,1703904300
241,sampacho,-33.3839,-64.7221,16.53,52,63,1.75,AR,1703904300
242,bereket,39.2446,55.5154,3.6,60,0,4.29,TM,1703904301
243,imbituba,-28.24,-48.6703,22.23,88,93,5.94,BR,1703904209
244,manati,18.4275,-66.4921,24.84,93,37,3.13,PR,1703904301
245,haradok,55.4624,29.9816,2.73,90,84,5.53,BY,1703904302
246,oranjemund,-28.55,16.4333,17.73,84,0,2.6,NA,1703904302
247,sovetskaya gavan',48.9723,140.2878,-13.27,73,14,1.65,RU,1703904303
248,hadibu,12.65,54.0333,23.6,77,61,4.29,YE,1703904303
249,rockland,41.1668,-74.0496,8.24,84,100,0.45,US,1703904304
250,happy valley-goose bay,53.3168,-60.3315,-8.83,73,100,1.54,CA,1703904304
251,pacific grove,36.6177,-121.9166,13.7,90,100,0.89,US,1703904060
252,port isabel,26.0734,-97.2086,12.25,83,0,0.0,US,1703904305
253,margaret river,-33.95,115.0667,21.49,66,91,4.22,AU,1703904305
254,road town,18.4167,-64.6167,25.02,73,40,2.57,VG,1703904306
255,ploneour-lanvern,47.9,-4.2833,11.18,93,75,3.09,FR,1703904306
256,gweru,-19.45,29.8167,14.43,96,100,4.47,ZW,1703904306
257,lazaro cardenas,17.9583,-102.2,22.53,76,0,1.45,MX,1703904307
258,portao,-29.7017,-51.2419,22.02,84,30,2.24,BR,1703904040
259,waddan,29.1614,16.139,10.13,65,0,2.13,LY,1703904307
260,acapulco de juarez,16.8634,-99.8901,24.9,73,0,1.54,MX,1703904308
261,umluj,25.0213,37.2685,20.28,56,0,6.4,SA,1703904308
262,northam,51.0333,-4.2167,8.47,93,100,5.89,GB,1703904308
263,hami,42.8,93.45,-5.58,72,82,1.8,CN,1703904309
264,cromwell,41.5951,-72.6454,8.88,97,100,1.54,US,1703904309
265,pemangkat,1.1667,108.9667,27.77,80,96,1.57,ID,1703904309
266,rudbar,30.15,62.6,6.67,67,5,2.68,AF,1703904310
267,howrah,22.5892,88.3103,18.0,88,0,3.09,IN,1703904310
268,al kharijah,25.4514,30.5464,13.67,72,0,3.52,EG,1703904310
269,weno,7.4515,151.8468,30.97,74,75,2.57,FM,1703904311
270,idrinskoye,54.3708,92.1358,-6.14,97,100,1.24,RU,1703904311
271,hirara,24.8,125.2833,25.15,88,75,6.17,JP,1703904312
272,jutai,-5.1833,-68.9,23.04,94,97,1.07,BR,1703904312
273,mogadishu,2.0371,45.3438,26.24,81,96,7.89,SO,1703904312
274,usogorsk,63.4106,48.6872,-22.08,100,100,1.53,RU,1703904313
275,woodbury,42.3833,-96.0336,-2.97,92,8,2.64,US,1703904313
276,klyuchi,52.2667,79.1667,-4.54,75,100,9.58,RU,1703904313
277,kryve ozero,47.9524,30.3493,3.63,77,23,2.0,UA,1703904314
278,westport,41.1415,-73.3579,9.6,71,100,2.57,US,1703904016
279,talcahuano,-36.7167,-73.1167,15.82,88,0,2.57,CL,1703904314
280,newman,37.3138,-121.0208,16.99,68,49,1.34,US,1703904314
281,portland,45.5234,-122.6762,10.2,88,100,7.2,US,1703903799
282,neryungri,56.6709,124.6491,-30.6,99,83,0.2,RU,1703904315
283,naze,28.3667,129.4833,17.51,77,96,7.06,JP,1703904315
284,slave lake,55.2834,-114.769,-8.01,86,0,2.57,CA,1703904199
285,severo-yeniseyskiy,60.3725,93.0408,-5.24,92,100,4.92,RU,1703904316
286,sola,-13.8833,167.55,27.95,74,97,2.98,VU,1703904316
287,shimoda,34.6667,138.95,14.2,56,11,0.52,JP,1703904316
288,kapuskasing,49.4169,-82.4331,-7.0,86,100,2.57,CA,1703904317
289,al ghayzah,16.2079,52.176,21.01,88,89,2.49,YE,1703904317
290,codrington,-38.2667,141.9667,16.46,57,74,6.57,AU,1703904318
291,luwuk,-0.9516,122.7875,31.03,66,71,1.25,ID,1703904318
292,urangan,-25.3,152.9,27.56,82,5,8.99,AU,1703904318
293,blenheim,-41.516,173.9528,26.96,52,42,2.24,NZ,1703904319
294,vorkuta,67.5,64.0,-18.77,91,6,7.13,RU,1703904319
295,acarau,-2.8856,-40.12,26.43,86,75,4.62,BR,1703904195
296,elverum,60.8819,11.5623,-4.39,96,100,2.2,NO,1703904320
297,atafu village,-8.5421,-172.5159,29.43,68,100,6.68,TK,1703904320
298,nagqu,31.5,92.0,-14.98,35,0,2.01,CN,1703904321
299,vuktyl,63.8567,57.3094,-9.38,92,100,4.02,RU,1703904321
300,sandnessjoen,66.0217,12.6316,-6.71,70,100,8.65,NO,1703904321
301,frolovo,49.7713,43.6622,0.77,94,98,4.37,RU,1703904322
302,lubango,-14.9172,13.4925,14.47,83,41,1.17,AO,1703904322
303,burutu,5.3509,5.5076,25.12,81,14,1.42,NG,1703904322
304,pendleton,45.6721,-118.7886,5.99,83,75,4.63,US,1703904323
305,richards bay,-28.783,32.0377,18.67,92,7,2.25,ZA,1703904323
306,cornwall,45.0181,-74.7281,2.58,100,100,3.09,CA,1703904311
307,nizhneudinsk,54.9076,99.0276,-4.47,88,100,1.04,RU,1703904324
308,pimentel,-6.8367,-79.9342,23.16,83,20,7.2,PE,1703904324
309,ulaangom,49.9811,92.0667,-17.14,94,100,0.46,MN,1703904324
310,manistee,44.2445,-86.3242,4.41,83,9,1.34,US,1703904324
311,verdal,63.7933,11.4817,-1.98,84,100,2.57,NO,1703904325
312,zouerate,22.7187,-12.4521,15.39,13,35,3.68,MR,1703904325
313,kingston,17.997,-76.7936,27.53,74,40,1.03,JM,1703904325
314,whangarei,-35.7317,174.3239,29.66,42,6,2.7,NZ,1703904326
315,alba,52.0324,23.1165,7.4,82,100,6.32,PL,1703904326
316,yarmouth,41.7057,-70.2286,8.34,98,100,2.57,US,1703904327
317,alta,69.9689,23.2717,-10.41,79,75,4.12,NO,1703904327
318,luderitz,-26.6481,15.1594,16.29,87,0,1.32,NA,1703904328
319,siwa oasis,29.2041,25.5195,13.31,76,4,2.36,EG,1703904305
320,arraial do cabo,-22.9661,-42.0278,24.94,91,100,6.87,BR,1703904328
321,pruzhany,52.5567,24.4644,5.91,88,89,5.64,BY,1703904329
322,kempsey,-31.0833,152.8333,27.19,62,58,6.71,AU,1703904329
323,steubenville,40.3698,-80.634,2.67,87,100,2.24,US,1703904209
324,tazovsky,67.4667,78.7,-14.35,93,100,9.15,RU,1703904329
